87.2178 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
87.2113 	INFO 	Keyboard events cleared
87.2112 	EXP 	visual_stimulus: autoDraw = True
87.2112 	EXP 	auditory_icon: autoDraw = True
92.2115 	EXP 	Sound audio_stim stopped
92.2120 	EXP 	New trial (rep=0, index=16): <Trial 16 (16 in rep 0) data={'definition': 'A portable mountain', 'word': 'BACKPACK', 'block': np.int64(1), 'modality': 'visual', 'thisN': 16, 'thisTrialN': 16, 'thisRepN': 0}>
92.2224 	EXP 	visual_stimulus: autoDraw = False
92.2224 	EXP 	auditory_icon: autoDraw = False
92.2224 	EXP 	visual_stimulus: autoDraw = False
92.2224 	EXP 	auditory_icon: autoDraw = False
92.2224 	EXP 	break_text: autoDraw = False
92.2224 	EXP 	visual_stimulus: height = np.float64(0.03)
92.2224 	EXP 	visual_stimulus: height = np.float64(0.03)
92.2224 	EXP 	visual_stimulus: height = np.float64(0.03)
92.2224 	EXP 	visual_stimulus: height = np.float64(0.03)
92.2224 	EXP 	visual_stimulus: height = np.float64(0.03)
92.2224 	EXP 	visual_stimulus: height = np.float64(0.03)
92.2224 	EXP 	visual_stimulus: text = 'A portable mountain\n\nBACKPACK'
92.7008 	EXP 	Sound audio_stim reached end of file
92.7169 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
92.7106 	INFO 	Keyboard events cleared
92.7104 	EXP 	visual_stimulus: autoDraw = True
92.7104 	EXP 	auditory_icon: autoDraw = True
97.7157 	EXP 	Sound audio_stim stopped
97.7162 	EXP 	New trial (rep=0, index=17): <Trial 17 (17 in rep 0) data={'definition': 'A metal river snake', 'word': 'PIPE', 'block': np.int64(1), 'modality': 'visual', 'thisN': 17, 'thisTrialN': 17, 'thisRepN': 0}>
97.7285 	EXP 	visual_stimulus: autoDraw = False
97.7285 	EXP 	auditory_icon: autoDraw = False
97.7285 	EXP 	visual_stimulus: autoDraw = False
97.7285 	EXP 	auditory_icon: autoDraw = False
97.7285 	EXP 	break_text: autoDraw = False
97.7285 	EXP 	visual_stimulus: height = np.float64(0.03)
97.7285 	EXP 	visual_stimulus: height = np.float64(0.03)
97.7285 	EXP 	visual_stimulus: height = np.float64(0.03)
97.7285 	EXP 	visual_stimulus: height = np.float64(0.03)
97.7285 	EXP 	visual_stimulus: height = np.float64(0.03)
